,LB10,LB11,LB12,LB18,LB19,LB20,LB21,LB22,LB3,LB4,LB5,LB7,LB9,LL11,LL12,LL18,LL19,LL21,LL22,LL3,LL5,LL6,LL7,LL8,LL9,WB11,WB14,WB15,WB16,WB17,WB25,WB27,WB29,WB7,WB8,WB9,WL11,WL12,WL14,WL15,WL23,WL24,WL26,WL27,WL5,WL7,WL8,WL9
K00135,11188,11933,9300,8904,18266,15184,4519,5318,9799,7595,9701,16020,3561,1022,296,4370,6573,1440,1028,1792,945,596,387,1699,1784,22399,17780,23298,20534,21100,35467,27292,32335,21811,28702,12779,29857,31257,24675,27675,38872,32567,36868,30346,37040,40962,37229,37507
K00137,213,221,259,1236,715,1147,222,1138,925,1137,902,2672,41,132,17,305,584,132,308,606,537,289,175,76,105,5528,435,381,516,294,362,196,546,3424,6787,1579,564,801,779,436,1201,1203,1601,1122,6030,6545,5276,8364
K00138,4635,3821,3640,2085,7386,5829,1488,1635,3170,2429,1663,5007,1600,236,90,3301,4117,401,659,849,305,193,94,704,779,12946,6614,8552,6530,7268,11127,7625,11496,12938,13796,7533,11681,13207,10490,10492,15143,11306,14317,10729,14154,15153,14008,14397
K00139,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00140,7655,5916,5971,3496,12970,10041,2444,2348,6203,4435,3275,7713,2559,229,92,3708,4977,482,774,1396,371,264,307,935,870,16631,6479,8064,7353,6102,10912,7538,12136,17122,18284,9706,15539,17635,14036,13015,20744,16856,19942,16641,27184,28597,25207,24908
K00141,60,322,203,187,296,220,149,75,217,1079,487,1570,80,8,5,91,53,152,4,54,0,0,0,79,5,7966,3096,4011,2782,3198,5744,4275,3878,7954,6037,5086,6723,5968,4850,5729,7440,5907,7357,5187,8988,8934,9936,8347
K00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,0,0,0,0,31,0,42,0,0,0,0,0,0,0
K00143,0,0,0,309,190,302,82,338,388,425,355,972,0,0,0,123,181,26,159,136,236,67,0,0,0,1492,0,51,48,16,0,13,13,979,1537,343,48,18,29,0,138,105,196,158,616,604,646,1614
K00145,2611,2324,2192,1717,4436,3847,922,1221,2586,1662,1678,4634,985,101,47,1897,2554,180,448,535,227,147,102,487,561,9555,4875,5765,5068,5097,7494,5162,8136,9478,9409,5485,8893,10257,7712,8245,11811,8816,10709,8348,10711,11008,9903,10665
K00146,2722,2667,2468,1695,4066,4106,913,1389,1346,1362,1274,3424,1139,250,96,605,1149,254,448,649,659,381,255,931,647,6032,5594,6945,5813,5066,7630,6722,11567,5394,9000,3612,5277,6062,4496,4917,7391,6270,7363,5282,8050,8297,7910,10143
K00147,3393,2842,2533,2044,5572,4302,1060,1247,2980,1974,1892,4754,1087,186,68,2710,4019,297,565,765,277,159,104,553,617,10878,5762,7952,5730,6789,9568,7092,10477,9306,10688,5780,9117,10361,8219,8484,11151,8509,11543,8614,13030,12935,10955,11742
K00148,0,65,71,64,110,36,18,17,118,9,0,122,11,6,0,124,187,22,23,190,0,16,45,48,0,1107,683,341,657,212,197,111,725,2399,2715,1130,853,1512,1304,916,1518,1547,1520,1334,3901,4320,3388,3673
K00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
K00150,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00151,2449,2341,2314,1042,4134,3736,816,987,2439,2125,1337,4097,1135,211,53,575,733,342,228,501,278,174,140,477,276,4529,1916,2843,1802,2600,4099,3915,3549,3386,6335,1734,5288,6607,4954,4020,8635,6323,7466,5107,11227,10705,10221,12753
K00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00153,0,16,8,0,17,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,31,9,0,47,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0
K00154,84,260,241,179,643,642,141,40,184,396,0,980,51,190,23,2899,3362,289,508,375,13,7,57,238,687,9558,4942,6641,4587,6178,9988,7306,7134,10280,6800,5588,8666,8290,7056,7251,10171,8789,11073,9261,7830,7756,8579,6345
K00156,4318,3760,3564,1749,7351,4886,1283,922,1521,986,761,2953,1386,55,55,26,116,0,11,14,0,0,0,491,108,1706,2978,3219,3571,3747,6404,5488,4345,3686,2358,1999,6617,6296,4432,7711,6449,5246,6714,4555,282,1376,703,236
K00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
K00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,12,0,8,0,0,0,46,0,0,0,61,0,111,10,0,16,30,31,133,275,24,64
K00161,4575,3813,3223,1698,7491,5730,1575,1063,2649,1884,2037,4168,1433,166,0,1520,2430,88,235,201,0,0,0,195,648,6498,2883,3252,2282,2699,3601,1875,4964,5523,4408,3640,4252,5062,3284,3790,4385,2859,3779,2182,3578,4114,3263,2264
K00162,4771,3809,3358,2032,7188,5706,1503,1150,2811,1824,2090,4365,1380,173,20,2278,3174,131,328,233,7,18,0,240,709,8436,3403,3572,2635,3171,3645,2103,5591,6948,5479,4559,5095,6071,3889,4531,5046,3164,4669,2650,4956,5184,4535,2901
K00163,6960,5373,5434,4972,12369,9356,2514,2845,6018,3727,5536,10956,2450,225,91,5376,7058,678,1109,1505,571,336,248,1260,1121,10841,7895,12214,9026,10599,16032,13388,14255,9111,13101,5002,12910,13315,11139,12042,18619,15580,19205,15589,18523,18660,17996,20421
K00164,9183,7369,6836,5215,15703,11492,3268,3533,7367,5536,4947,11524,2989,476,177,6421,8571,637,1319,1570,555,365,296,1345,1722,25177,14214,17847,13691,15212,23003,15714,22695,22905,23817,13081,22503,24517,17361,20636,25794,20297,24424,19976,23672,25750,22863,22394
K00166,103,283,245,593,625,861,104,211,115,0,1319,67,103,7,0,0,7,36,0,0,0,0,0,131,0,6669,1825,1892,1172,1477,1714,1185,3164,7140,4403,4202,2736,2952,2043,1706,2286,1378,2010,1050,4803,5129,4288,2751
K00167,124,219,216,503,460,704,126,183,66,0,1063,76,92,0,0,0,13,28,0,7,0,0,0,96,21,5579,1543,1669,1036,1366,1486,1050,2720,6035,3971,3691,2250,2689,1855,1488,1952,1202,1750,967,4451,4427,3853,2353
K00169,0,9,0,326,598,417,14,367,0,365,330,6,0,8,0,2219,2648,42,314,283,12,0,0,96,380,0,18,43,0,39,0,0,0,106,119,148,0,0,0,0,12,6,0,17,0,0,0,47
K00170,0,24,0,0,10,0,0,0,6,0,0,3,0,0,0,1794,2241,35,282,178,5,9,0,122,311,11,0,52,0,47,0,0,34,0,76,39,0,0,0,0,4,0,10,10,0,0,0,48
K00171,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,53,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00172,0,0,0,158,283,216,10,192,0,169,133,0,0,0,0,1082,1369,20,189,143,0,13,0,32,201,11,6,0,4,12,0,0,0,29,47,93,0,0,0,0,8,0,0,0,0,0,0,21
K00174,37,0,0,315,456,283,36,313,653,413,342,1073,0,0,0,58,341,0,0,18,0,215,18,22,0,475,1028,1554,883,1205,1679,1498,2298,619,416,649,493,416,976,744,678,1078,1122,905,186,117,110,72
K00175,10,0,0,206,272,189,18,182,382,213,259,697,0,0,0,60,170,0,0,18,0,127,9,0,0,686,723,998,584,812,923,938,1275,383,259,358,264,266,679,497,409,744,752,546,105,93,46,55
K00176,18,0,0,59,99,80,0,49,39,72,88,0,0,0,0,25,32,13,0,0,0,86,0,0,0,43,16,53,10,46,64,32,92,78,79,23,146,191,298,122,425,219,256,208,325,170,417,515
K00177,0,0,0,139,146,141,6,121,0,92,116,0,0,0,0,6,63,0,0,0,0,54,2,0,0,0,0,7,0,0,0,0,18,0,0,0,129,71,213,179,178,243,266,218,47,0,0,3
K00179,17,114,65,71,72,210,23,4,119,9,35,0,4,260,41,252,477,298,10,0,0,198,24,63,161,894,1794,3111,1451,2239,2989,2449,5124,995,1221,620,2227,3006,2607,1392,4723,2606,4196,1987,1933,1170,3488,3285
K00180,18,116,41,5,34,143,6,10,78,9,34,0,0,177,21,116,271,183,5,0,0,53,7,80,127,628,1211,2140,909,1524,2071,1748,3687,516,797,408,1659,2106,1740,932,3308,1700,2842,1413,1402,749,2368,2230
K00183,0,0,0,13,0,0,0,14,54,0,33,23,0,0,0,0,0,13,0,0,0,0,0,0,0,5,74,106,28,121,50,32,90,0,129,53,6,151,101,39,209,116,71,66,0,0,0,35
K00184,99,17,6,0,0,5,0,0,0,0,0,6,0,0,0,14,21,0,0,0,0,0,0,8,32,1745,4066,3965,3936,3567,4926,1892,5341,1621,1532,973,7384,7688,4820,8537,7712,5479,7680,4919,0,0,0,1302
K00185,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,31,1174,2800,2562,2811,2517,3119,1204,3234,1051,1184,697,4931,4988,3306,5578,4821,3963,5283,3225,0,0,0,1020
K00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
K00187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,19,0,0,0,0
K00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,37,36,9,0,0,0,0,0,8,13,14,0,0,0
K00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,234,0,0,0,0,115,5,29,22,0,0,21,5,11,0,0,13,0,0,0,0,0,0,0,136,87,137,24,12,0,0,9
K00200,180,65,93,210,107,123,44,59,1585,690,423,1184,28,0,0,0,0,0,0,0,0,0,0,0,0,66,83,33,45,85,84,58,50,90,27,0,0,0,0,0,20,0,10,0,0,0,0,0
K00201,144,33,80,200,67,66,34,37,932,422,243,766,14,0,0,0,0,0,0,0,0,0,0,0,0,41,65,54,19,68,67,34,27,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0
K00202,81,9,64,61,73,58,20,25,752,371,175,562,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,48,14,31,28,21,17,39,36,0,0,0,0,0,21,0,8,0,0,0,0,0
K00207,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
K00208,2527,1238,1380,2537,4621,3377,858,1397,3883,2209,2889,4667,600,331,73,5714,7099,321,927,1077,149,163,137,783,1256,9740,5134,6805,4987,5279,7619,6051,9645,7270,9448,4252,7242,7581,6727,6971,8940,7213,8575,7108,11585,12656,10872,10483
K00209,135,86,183,356,216,318,47,300,429,422,348,1041,129,0,45,104,232,0,102,173,186,122,22,200,2,1713,1006,837,652,775,1099,454,1171,2616,1836,1115,829,2418,946,955,1724,804,1410,482,742,777,644,1972
K00210,12,11,0,210,276,251,41,63,227,177,470,352,36,0,0,1417,1704,27,214,162,0,0,5,135,248,410,25,60,43,52,90,45,136,1358,88,492,51,52,201,143,46,180,91,126,17,6,0,15
K00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,796,362,612,468,702,191,999,65,22,0,455,1313,419,105,249,69,380,7,0,0,0,0
K00214,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0
K00215,2381,1866,1704,1491,3819,3282,817,872,2060,1330,1767,3276,704,221,95,1690,2514,117,338,476,205,124,66,451,536,7982,4547,6019,4525,5335,8190,5950,8183,6957,7636,4172,7392,8022,6030,7543,8912,6416,9481,6681,7977,8060,7375,7739
K00216,195,112,242,515,286,404,138,387,363,309,252,711,134,82,33,114,218,15,63,132,182,93,33,189,86,1275,671,1149,886,1271,2173,2023,1302,1536,1899,467,1038,1080,408,1587,910,874,1340,710,434,503,460,1237
K00217,989,455,574,487,1672,793,375,389,1328,570,254,1839,176,78,10,40,75,116,0,4,0,0,0,17,120,617,928,1027,915,1007,1357,1131,1803,1172,457,1583,648,1437,1062,549,2182,1189,1372,882,1805,2491,2065,2006
K00218,1554,1874,1869,569,2863,2301,603,288,785,1001,569,1604,425,286,73,26,137,5,8,0,0,0,0,0,300,449,1336,1154,1555,1251,1787,720,2439,624,444,722,2613,2268,1436,2396,2369,1810,2195,1475,152,206,72,431
K00219,475,408,524,1903,1970,2048,366,1582,7847,4453,3215,13121,513,112,51,2921,4388,235,791,1360,609,379,361,1060,621,14114,9122,14069,10934,12745,24202,18403,13287,13902,18105,8076,19292,16940,16410,20261,21977,22042,26848,22666,24547,25126,21737,22348
K00220,1076,594,662,1116,1901,1119,468,461,1536,681,850,1454,286,132,15,8,122,52,6,18,0,0,0,80,140,5346,2443,3610,2210,3284,5266,3761,4303,5072,4053,3104,4277,3648,3334,3624,4010,3341,3981,3446,4833,4526,3926,2502
K00221,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00222,0,0,0,0,54,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00226,18,95,27,0,0,0,0,6,509,34,230,1245,157,12,0,84,339,20,17,133,11,81,50,43,22,1023,129,64,377,133,56,31,15,1452,1634,557,357,725,741,473,938,667,647,630,3131,3455,2518,2752
K00227,0,48,29,162,222,79,61,31,224,10,103,419,0,0,0,31,8,0,10,17,0,0,0,25,0,5204,2400,2286,1910,1918,2206,818,3536,4653,4121,3853,4064,4984,3174,3421,4823,3000,3625,2363,5628,5312,4683,4337
K00228,1104,596,648,1292,2149,1537,465,816,1733,980,1070,2530,314,103,41,1856,2576,148,390,503,171,99,67,415,364,8463,6286,7356,5794,6254,9809,6243,9549,7705,8581,4700,8741,10358,7362,8951,10710,7919,10469,7417,8879,8959,7635,8494
K00230,102,104,140,252,142,306,69,242,242,347,276,628,112,69,55,79,192,25,79,112,147,72,25,158,49,906,138,124,150,82,187,72,161,756,1536,339,216,184,257,332,372,322,789,402,433,520,449,1082
K00231,3315,2697,3024,469,4910,4055,702,485,866,718,630,1804,828,17,0,2288,361,27,0,290,0,0,70,114,119,1378,161,289,150,44,129,0,202,688,2701,327,221,240,161,79,328,524,72,229,3211,3565,1537,3964
K00232,3221,3320,2964,623,5371,4519,926,592,803,1166,963,2196,1099,19,0,0,152,0,0,0,0,0,0,0,129,611,433,327,273,370,670,155,276,242,238,156,139,254,253,294,142,32,285,19,0,0,0,0
K00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00239,5301,4547,4325,3290,8839,7108,1822,1965,4531,3101,3078,7240,1616,294,142,3884,5478,457,822,1015,337,202,228,876,1086,16690,10630,13099,11279,11053,16816,11162,16304,15332,15823,8727,18599,19641,15451,19280,21515,18059,22699,17022,16668,16964,15279,15394
K00240,2401,1946,1911,1445,4124,3214,897,914,1980,1449,1380,2994,858,134,28,1767,2424,141,357,522,200,112,84,502,551,7788,4893,5738,4857,5426,7536,5179,7315,6887,7095,3919,8236,8480,6288,8109,9182,7278,9361,6927,6926,7690,6618,6657
K00241,1517,1141,1182,833,2597,1764,515,522,1137,807,786,1908,438,80,23,1067,1553,98,200,256,119,80,54,246,291,4769,3027,3552,3223,3109,4915,3106,4954,4123,4293,2387,6098,6466,4654,5903,6587,5316,7193,5068,4567,4842,4326,4104
K00242,1581,1249,1398,714,2751,1855,471,546,1106,891,747,1849,470,88,17,999,1421,106,186,244,103,46,51,234,284,4074,1776,2486,1820,2007,3055,2183,2959,3634,3918,2072,2627,2569,2317,2216,3003,2510,3174,2582,4179,4437,3925,3662
K00243,30,0,0,0,0,5,0,0,0,0,10,0,0,5,0,28,106,0,0,10,12,33,0,4,0,504,604,427,537,391,399,141,672,1391,358,648,1628,1472,1079,1522,1298,1276,1609,977,154,161,26,284
K00244,1337,557,696,1526,1205,1947,310,765,1648,1085,1955,3279,367,84,111,3479,4759,101,747,602,390,185,96,776,630,2807,2079,2598,1956,1723,2849,2053,4099,2514,5577,1400,2031,2460,2054,1340,2609,2319,4809,1838,1711,1843,1128,3010
K00245,111,185,218,405,325,368,128,334,419,354,377,1159,90,9,40,1381,1713,63,320,299,149,100,37,276,264,1183,97,138,164,81,164,80,129,717,1131,371,255,229,240,214,429,404,890,367,538,532,488,1237
K00246,78,123,144,224,163,222,46,172,230,212,174,673,67,27,9,922,952,52,173,183,94,51,5,182,184,715,92,84,85,55,122,80,100,448,711,263,169,147,179,154,228,281,535,220,329,296,284,756
K00247,69,100,120,200,194,207,46,179,231,214,164,678,68,18,25,759,992,27,158,134,78,45,23,134,147,608,68,71,84,41,81,40,65,354,645,225,139,115,176,126,206,247,461,171,324,267,244,671
K00248,5718,5487,5059,3447,11755,9139,2381,1702,7983,4319,5226,12310,1835,402,91,6075,7978,541,1034,829,19,109,25,671,1478,7425,9739,15151,9628,12425,20509,14230,18512,10733,5546,5853,14438,16502,11450,14758,20696,13407,17720,12247,8381,8020,7783,11721
K00249,6473,6471,6697,10071,16630,13181,3823,4722,21957,10024,11540,24302,2582,1546,313,2226,1957,2379,499,984,388,268,208,2249,1593,76531,35096,50131,30621,44411,62367,48556,60794,81764,60763,50720,69785,75570,55641,58901,86653,58626,71773,54879,90563,92191,86793,76798
K00251,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00252,3456,2760,2771,2027,5602,4428,1446,966,2592,1800,1858,4709,1024,162,22,2517,2962,259,422,531,0,11,70,358,660,8359,5710,6238,6028,5663,8614,5598,10076,10129,7876,6098,12486,13641,9823,12944,14087,11080,13521,10929,10654,11198,9540,8459
K00253,117,338,324,1122,1103,1171,303,413,2386,1076,1751,2159,128,292,70,2271,2924,392,334,549,0,21,33,292,664,7444,3193,3968,2799,3056,3377,2175,6597,8339,7119,4935,5893,8253,6188,5709,9424,6206,6251,4995,11709,11867,12471,10862
K00254,2801,2133,2072,1717,4618,3631,896,1092,2423,1719,1657,3936,817,143,49,2143,2672,230,435,539,216,96,89,482,619,9570,4704,5961,4719,5125,7723,5168,8548,8492,9122,4922,8400,9100,6583,7869,9529,7468,9713,6979,8666,9675,8623,8235
K00255,1920,1826,1693,384,2914,2505,530,272,544,577,540,1393,554,0,0,0,35,0,0,7,0,0,0,0,0,6080,4214,7099,4754,6458,13063,10207,6637,5456,4344,3713,8455,5043,5294,8115,6812,7268,9207,8305,5005,4789,4179,2480
K00256,59,0,28,272,353,98,7,148,2685,1114,486,2421,24,0,0,0,20,0,6,0,0,0,0,28,0,242,458,1123,385,580,532,499,1710,224,161,75,342,286,206,518,450,432,467,236,0,24,0,21
K00257,0,0,13,4,19,0,0,0,0,7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
K00259,1571,1455,1453,763,2719,2456,560,575,1253,940,687,2869,418,160,0,161,458,67,51,155,90,29,75,53,190,7638,3643,4091,3112,3196,4336,2096,5750,6770,7318,4333,6216,7578,5412,5674,6882,4900,6454,4367,7935,8600,7121,5962
K00260,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,18,0,0,0,16,0,0,0,0,0,0,59,12,26,0,0,0,0,0,23,0,0,0,0,0,0
K00261,76,181,132,200,225,144,30,0,324,118,136,324,2,80,0,2571,3266,143,415,280,17,7,0,201,509,1279,3925,5563,4163,5121,8197,5457,7268,1409,2844,1311,5196,5609,3950,5988,7178,5099,6675,4978,1640,1749,2039,2947
K00262,3087,2356,2417,1241,5065,3884,943,1181,2165,1633,1070,3026,957,56,87,392,793,89,189,435,347,242,139,406,82,3598,1754,2457,2146,2706,4133,3400,2406,4179,4417,2105,5923,5217,4310,6355,6822,5704,6770,4962,6222,6765,5818,7537
K00263,1484,1321,1244,323,2259,1869,460,245,300,449,206,964,448,5,0,8,65,0,0,0,4,0,0,10,45,5658,1666,1398,974,1472,1848,737,2581,5980,3854,3434,2765,3987,2218,2339,2776,1112,2153,1075,3905,3879,3526,2049
K00264,18,0,0,11,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,0,0,0,0,28,0,0,0,0,0,0,0
K00265,13644,10931,10907,9014,21223,17811,5725,5915,10391,7447,7096,16461,4763,750,309,9532,12933,907,2133,2613,875,560,399,2267,2754,39818,22923,28037,21467,24847,35761,26191,34778,35411,38912,21116,29716,32550,24403,26317,35379,28139,36600,27182,39072,39826,32733,32227
K00266,4022,3361,3290,4004,8091,6803,1667,2944,5282,4382,3791,10437,1659,187,102,4422,5738,298,1021,1414,1045,803,176,819,884,19956,7301,10126,7214,8728,12563,9299,12412,16309,18605,9122,11063,12100,10035,10894,14492,11258,15778,11294,17363,17389,14832,19497
K00273,1077,612,581,935,2119,1197,397,305,551,202,704,1090,233,26,12,2294,2897,89,331,488,10,26,37,265,448,1887,865,1008,801,630,658,592,1950,925,2587,696,1381,2230,1816,1157,2660,1936,1989,1742,5350,5769,4618,5023
K00274,2311,895,1174,1892,3501,2094,694,663,3981,1560,1628,4027,375,109,7,2035,2574,40,285,257,23,82,23,348,496,7386,7528,10853,6197,8217,11355,8987,14505,8253,7650,5338,5867,8706,4847,4626,7044,4377,5764,3668,6021,5957,6314,4106
K00275,2132,1525,1478,1165,3331,2432,689,784,1447,739,930,2530,622,83,15,1392,1951,138,270,345,160,90,54,246,316,5664,3342,4584,3474,3829,6062,4277,5834,5395,5722,3315,5850,6061,4714,5635,6768,5462,6730,5707,6270,6422,6011,6024
K00276,6206,5900,5162,1866,9578,8495,1816,1765,1513,1487,1981,2945,2229,76,54,215,526,7,233,259,426,211,67,465,214,3646,188,183,280,133,474,205,268,2576,4212,1243,687,805,771,560,1506,1159,2212,1148,1296,1413,1872,3056
K00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0
K00278,4336,3039,2920,1910,6733,4761,1222,1385,2606,2271,1433,4429,1611,144,113,2890,3930,274,672,934,308,285,151,665,728,15330,8293,9715,8117,8922,12580,9190,12767,13837,17645,8380,14361,14194,11648,13334,17338,12389,15742,12276,20296,22039,18935,18381
K00279,0,0,0,45,69,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,206,153,15,0,23,0,0,40,0,13,0,0
K00280,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,90,82,40,111,161,0,143,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
K00281,4246,4027,3823,2293,7239,6000,1619,1838,3307,2633,2442,7268,1645,327,83,753,1361,385,389,811,543,368,271,823,397,8850,5671,5735,6590,4568,5929,2598,8118,9874,13742,5107,10705,14375,10148,11218,15367,11392,14531,10009,13441,14559,12027,16968
K00282,1152,711,879,985,2621,1499,533,543,1812,812,1265,1522,320,6,5,2621,3344,33,362,293,10,65,18,241,482,7295,2086,2255,1318,1962,1812,1328,3748,6478,5311,4078,2887,3331,2417,2205,2642,1647,2199,1165,5844,5798,5082,2984
K00283,1418,818,790,1205,2824,1818,681,638,1826,977,1276,1806,349,0,12,2611,3374,54,401,313,13,110,20,260,512,8801,2461,2592,1577,2228,2144,1712,4283,7760,6331,4783,3295,3952,2867,2453,3104,1927,2579,1465,6919,6349,6010,3306
K00284,1432,612,766,1096,2563,1336,485,543,2367,940,601,2624,336,42,30,3447,3473,330,466,642,19,16,73,405,569,5339,5245,7766,5433,6781,8995,5822,11371,5356,6165,3113,9785,13512,10620,11703,15262,10395,13418,11380,15001,14089,13972,16748
K00285,8040,3651,4312,6887,14479,8634,2815,3360,6871,3171,5659,9403,2021,571,157,3310,4071,835,688,1274,513,244,222,1505,923,11295,9281,12228,10501,10415,16007,12966,15757,10576,15710,6680,15183,19657,15697,14903,26102,20098,23223,18817,25010,26547,28025,27276
K00286,2429,1844,1876,1658,3965,3377,692,999,1940,1352,1314,3143,751,92,34,1717,2464,158,338,431,212,171,88,456,415,7371,4346,5405,4395,4655,7258,4907,7295,6809,7873,3925,7962,8722,7081,7632,9690,8084,10611,7422,8857,8756,7533,7818
K00287,2651,1941,1907,1201,4054,3502,532,917,1087,1092,1559,1936,750,68,12,1179,1797,87,223,429,106,153,92,295,281,6050,3686,4759,3682,3945,6672,4261,6030,5046,6485,3106,6572,6196,5260,6941,8024,5886,7575,5439,7368,7671,5690,7257
K00289,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
K00290,1122,580,725,919,1938,1303,391,312,218,58,571,305,333,209,37,76,156,189,0,51,0,0,0,241,248,6357,2532,3359,1863,2508,2426,1537,4183,7596,5497,5484,4571,5500,4106,3077,6266,3649,4294,2983,7931,7553,7810,6958
K00293,10,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,509,312,299,368,676,203,814,468,302,204,80,226,210,207,129,49,224,21,0,38,0,7
K00294,27,0,0,0,35,0,0,0,0,9,0,0,0,0,0,35,18,59,4,0,0,64,0,21,0,837,2222,1916,2163,1566,2422,877,3125,803,965,613,4050,5097,2901,4395,5141,3276,4224,2712,0,0,0,773
K00297,4336,3895,3575,1863,7161,5809,1376,1372,2252,1504,1505,3979,1457,358,80,1979,2816,358,430,534,215,139,87,399,655,9613,6516,7930,6416,7182,12471,8748,11292,10774,8856,6012,11092,10261,8545,10644,12438,10607,12748,10732,9509,9802,8251,8676
K00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,15,11,0,17,8,79,136,0,41
K00299,1206,1108,1029,492,1872,1697,481,451,618,760,654,1632,453,131,10,215,443,100,77,297,104,88,81,218,235,6206,2894,4244,2611,3781,5248,3693,4521,5782,6580,3169,5103,5352,4734,4582,6012,4774,6445,4770,8086,8215,7258,7557
